"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCYOX1",7.43146970576486e-66,0.287964641896495,0.785,0.429,4.37490621578377e-61,"1","PCYOX1"
"SEC63",8.01576020396859e-65,0.337350944489988,0.806,0.487,4.71887803207631e-60,"1","SEC63"
"MLEC",2.94902649367327e-64,0.291343928730342,0.777,0.448,1.73609189682545e-59,"1","MLEC"
"DNAJC3",1.16920396626735e-61,0.310680159973642,0.789,0.471,6.8831037494159e-57,"1","DNAJC3"
"ATP5F1D1",7.41466596723251e-61,0.281389831008163,0.923,0.763,4.36501385490978e-56,"1","ATP5F1D"
"PHPT1",3.86045507890094e-60,0.280211253079278,0.837,0.529,2.27264990494898e-55,"1","PHPT1"
"H2AFJ",1.67545378119387e-59,0.310521426390029,0.873,0.538,9.86339640988829e-55,"1","H2AFJ"
"PDCD4",5.44125716426901e-58,0.295293942274706,0.908,0.685,3.20326809260516e-53,"1","PDCD4"
"SPCS3",1.90049897563411e-57,0.287422121560065,0.84,0.571,1.1188237469558e-52,"1","SPCS3"
"LTF",1.12976811746448e-52,0.817474804406591,0.859,0.65,6.65094490751341e-48,"1","LTF"
"ELOB1",2.56325256432439e-52,0.261988991662065,0.938,0.799,1.50898678461777e-47,"1","ELOB"
"EEF1D1",3.66054836172071e-51,0.272285715698416,0.994,0.948,2.15496482054498e-46,"1","EEF1D"
"IER2",2.08607069976195e-50,0.279358280824901,0.934,0.766,1.22806982094986e-45,"1","IER2"
"ATF3",2.17377600451079e-41,0.284748398082459,0.82,0.524,1.2797019338555e-36,"1","ATF3"
"CHCHD101",1.10454705523413e-38,0.251850694804351,0.875,0.624,6.50246851416331e-34,"1","CHCHD10"
"HSPA5",2.18565123377801e-32,0.250888632057777,0.86,0.654,1.28669288132511e-27,"1","HSPA5"
"IL7R",0,3.29471691141203,0.946,0.121,0,"2","IL7R"
"BCL11B",0,2.06099190026551,0.755,0.089,0,"2","BCL11B"
"CD3E",0,2.05471752190243,0.814,0.082,0,"2","CD3E"
"CD3G",0,1.75154125420057,0.723,0.057,0,"2","CD3G"
"CD3D",0,1.72755972292583,0.707,0.072,0,"2","CD3D"
"CD2",0,1.66594854478652,0.717,0.067,0,"2","CD2"
"ETS1",0,1.64679580599421,0.819,0.296,0,"2","ETS1"
"CD69",0,1.61577123232425,0.847,0.234,0,"2","CD69"
"BTG1",0,1.39063496966085,0.994,0.737,0,"2","BTG1"
"RPS29",0,1.11455444772056,0.999,0.986,0,"2","RPS29"
"RPS3",0,1.02851616197501,1,0.984,0,"2","RPS3"
"ARL4C",1.72161258263526e-297,1.70604669838132,0.769,0.288,1.01351332739737e-292,"2","ARL4C"
"ZFP36L2",2.44649702719369e-291,1.46503566903607,0.966,0.742,1.44025279990892e-286,"2","ZFP36L2"
"RPS27",1.33043934502252e-286,0.917504804311012,1,0.997,7.8322964241476e-282,"2","RPS27"
"TRAC",2.5913871567805e-283,1.53800422601522,0.623,0.077,1.52554961919668e-278,"2","TRAC"
"RPS21",7.91377659643008e-276,0.895177165278225,0.997,0.981,4.65884028231838e-271,"2","RPS21"
"TSC22D3",1.31482885786559e-274,1.260738211505,0.962,0.686,7.74039748625473e-270,"2","TSC22D3"
"IL32",6.40193399067705e-273,1.4331872687659,0.696,0.177,3.76881854031158e-268,"2","IL32"
"CYTIP",2.18695750391304e-265,1.29302751448501,0.74,0.241,1.28746188255361e-260,"2","CYTIP"
"PTPRC",1.11746834527898e-262,1.32324253376188,0.878,0.339,6.57853614865735e-258,"2","PTPRC"
"RPL30",3.13511675970054e-257,0.961592329633695,1,0.99,1.84564323643571e-252,"2","RPL30"
"SRGN",3.4534733529989e-251,1.09160091580404,0.872,0.368,2.03305976291046e-246,"2","SRGN"
"CXCR4",6.65398596568236e-249,1.06762427755092,0.949,0.413,3.9172015379972e-244,"2","CXCR4"
"FYB1",3.73118283587695e-243,1.45349482265449,0.746,0.262,2.19654733548076e-238,"2","FYB1"
"RPS27A",7.52215251565961e-232,0.898297396827849,0.999,0.987,4.42829118596882e-227,"2","RPS27A"
"B2M",5.06097893360092e-231,0.819643135062618,0.999,0.955,2.97939829821086e-226,"2","B2M"
"RPL28",4.30042455598632e-229,0.832684862333269,0.998,0.983,2.53165993610914e-224,"2","RPL28"
"SCML4",5.91194626721907e-229,1.20451475202224,0.525,0.068,3.48036276751187e-224,"2","SCML4"
"RESF1",1.89530093291286e-228,1.34566076520154,0.807,0.431,1.1157636592058e-223,"2","RESF1"
"IKZF1",2.92753784107514e-220,1.23481504271037,0.702,0.243,1.72344152704094e-215,"2","IKZF1"
"HCST",1.12528592792646e-217,1.29269488405596,0.631,0.152,6.62455825770309e-213,"2","HCST"
"RPS12",1.22697639319578e-217,0.911513442101278,0.999,0.991,7.22321002674355e-213,"2","RPS12"
"AAK1",7.23199904969617e-213,1.2909644187308,0.696,0.316,4.25747784055614e-208,"2","AAK1"
"TRBC2",7.70932101141637e-213,1.51265456848923,0.615,0.161,4.53847727942082e-208,"2","TRBC2"
"TSPYL2",8.05882890958211e-206,1.62103255454639,0.681,0.304,4.74423257907099e-201,"2","TSPYL2"
"TXK",1.06756569510502e-204,1.05195823523008,0.447,0.046,6.28475924708325e-200,"2","TXK"
"FYN",3.31573520492306e-203,1.19390376961512,0.602,0.176,1.95197331513821e-198,"2","FYN"
"RPS15A",7.06722725391064e-203,0.878646271640548,0.998,0.979,4.1604766843772e-198,"2","RPS15A"
"RPS14",1.3454573052108e-201,0.677679597009064,1,0.996,7.92070715577598e-197,"2","RPS14"
"RPL39",4.37284956023735e-201,0.879292538447532,0.998,0.986,2.57429653611173e-196,"2","RPL39"
"ITK",1.74052704322952e-196,1.05569571526275,0.441,0.039,1.02464827034922e-191,"2","ITK"
"RPS28",3.35525431094521e-194,0.633122007066703,0.999,0.989,1.97523821285344e-189,"2","RPS28"
"LCK",8.63914013108948e-192,1.03125402907429,0.494,0.077,5.08586179517238e-187,"2","LCK"
"ACAP1",2.21731295949381e-186,1.1256952917619,0.61,0.193,1.305332139254e-181,"2","ACAP1"
"CD48",2.6792120252692e-186,1.17965422478216,0.695,0.244,1.57725211927598e-181,"2","CD48"
"CD247",3.26242398860421e-186,0.999211019553049,0.444,0.047,1.9205890020913e-181,"2","CD247"
"CD96",4.07673020278683e-182,1.06270814788502,0.469,0.069,2.39997107038061e-177,"2","CD96"
"STK4",7.88095749434634e-182,1.07878593751044,0.754,0.429,4.63951967692169e-177,"2","STK4"
"LEPROTL1",2.73194395911678e-181,1.35690964926657,0.615,0.259,1.60829540873205e-176,"2","LEPROTL1"
"PARP8",2.93727644698702e-179,1.29886548245486,0.58,0.197,1.72917464434126e-174,"2","PARP8"
"RPS19",2.25747669245651e-178,0.742474769874868,1,0.994,1.32897652884915e-173,"2","RPS19"
"SPOCK2",8.35419049122346e-178,1.12649903059017,0.488,0.082,4.91811194218325e-173,"2","SPOCK2"
"CAMK4",2.69766398529575e-174,1.00703057259335,0.41,0.04,1.58811478814361e-169,"2","CAMK4"
"CCL5",2.71336978306611e-173,1.48882544655948,0.483,0.096,1.59736079129102e-168,"2","CCL5"
"PTGER4",2.94428952462444e-172,1.21776699202488,0.582,0.176,1.73330324314641e-167,"2","PTGER4"
"GIMAP7",1.37258952350919e-171,1.09194985298601,0.485,0.091,8.08043452489858e-167,"2","GIMAP7"
"TRBC1",2.37546036362407e-171,1.25012346633969,0.429,0.054,1.39843351606549e-166,"2","TRBC1"
"CD7",4.81334904608693e-171,1.04638304538971,0.444,0.064,2.83361858343138e-166,"2","CD7"
"CD8A",5.09498320815469e-171,1.26660811216281,0.416,0.049,2.99941661464066e-166,"2","CD8A"
"RPLP2",1.61385667992849e-168,0.750532940241921,1,0.989,9.500774274739e-164,"2","RPLP2"
"SARAF",1.77405477775929e-167,1.16265402324519,0.816,0.712,1.04438604766689e-162,"2","SARAF"
"CELF2",8.22899202415122e-165,1.04030512542144,0.741,0.388,4.84440760461782e-160,"2","CELF2"
"SRSF7",1.50586165614524e-164,0.961426548270055,0.861,0.646,8.86500756972705e-160,"2","SRSF7"
"RPL37",9.53662024990538e-163,0.666389551608939,0.999,0.992,5.6142083411193e-158,"2","RPL37"
"RPS15",2.02392013920061e-161,0.58450519824291,0.999,0.988,1.1914817859474e-156,"2","RPS15"
"RPL32",9.04785600839015e-159,0.783584678522676,0.999,0.99,5.32647283213928e-154,"2","RPL32"
"IPCEF1",3.69633056221359e-158,0.942046544725987,0.395,0.053,2.17602980197514e-153,"2","IPCEF1"
"RPL41",1.9298881896604e-155,0.502959869443433,1,0.997,1.13612517725308e-150,"2","RPL41"
"S100A4",2.1718262110181e-152,0.737689956494513,0.805,0.449,1.27855409042635e-147,"2","S100A4"
"RPL10",6.10452383232883e-151,0.654585509793958,1,0.991,3.59373318009198e-146,"2","RPL10"
"RPL13",5.91291012780933e-150,0.615445027525138,1,0.995,3.48093019224135e-145,"2","RPL13"
"KLRD1",3.09395253946373e-148,1.41982884075201,0.393,0.061,1.8214098599823e-143,"2","KLRD1"
"SLA",6.86071323835355e-147,1.05761439963029,0.553,0.159,4.03890188341874e-142,"2","SLA"
"RPL34",1.2614089363575e-145,0.727813164779826,1,0.993,7.4259144083366e-141,"2","RPL34"
"RPLP1",4.48369812394405e-141,0.526204375843506,1,0.996,2.63955308556586e-136,"2","RPLP1"
"PPP2R5C",4.6076599179918e-140,1.02016415219431,0.681,0.46,2.71252939372177e-135,"2","PPP2R5C"
"PIK3IP1",7.86963008201019e-137,1.18089041411334,0.617,0.314,4.6328512292794e-132,"2","PIK3IP1"
"CLEC2D",2.60640364869322e-136,1.01882150929163,0.518,0.177,1.5343898279857e-131,"2","CLEC2D"
"IKZF3",1.68356285768866e-135,1.0295919196094,0.578,0.207,9.91113454321316e-131,"2","IKZF3"
"TCF7",1.49631136485499e-133,1.19132964725221,0.48,0.162,8.80878500490132e-129,"2","TCF7"
"RPL38",1.59814697421721e-133,0.658154362265694,0.991,0.968,9.40829123721669e-129,"2","RPL38"
"RUNX3",2.01524422183598e-133,1.00805807361292,0.485,0.158,1.18637427339484e-128,"2","RUNX3"
"FAU",3.45714620509056e-133,0.676979562254038,0.993,0.95,2.03522197093681e-128,"2","FAU"
"TXNIP",1.22322830723239e-132,0.656965304874704,0.97,0.79,7.20114504467707e-128,"2","TXNIP"
"RPL35A",7.39232911549689e-132,0.607151513273507,0.998,0.981,4.35186415029302e-127,"2","RPL35A"
"LEF1",1.25128084629204e-131,0.810540724473412,0.303,0.02,7.36629034212126e-127,"2","LEF1"
"OXNAD1",1.2702635926609e-131,0.885809462665805,0.398,0.082,7.47804176999473e-127,"2","OXNAD1"
"RPL14",5.16595866045192e-131,0.612911535288279,0.995,0.978,3.04119986340805e-126,"2","RPL14"
"ARHGDIB",6.64933865122602e-131,0.723600581299557,0.757,0.506,3.91446566397676e-126,"2","ARHGDIB"
"PRKCQ-AS1",1.14244302511266e-130,0.765813932335047,0.301,0.024,6.72556208883826e-126,"2","PRKCQ-AS1"
"EMB",2.06094178796613e-129,0.982172839292922,0.523,0.188,1.21327643057566e-124,"2","EMB"
"FKBP5",4.26963373626759e-129,0.761524585361562,0.874,0.669,2.51353338054073e-124,"2","FKBP5"
"RPL19",4.21932838739068e-127,0.623332998058452,0.999,0.989,2.48391862165689e-122,"2","RPL19"
"GIMAP1",1.21632456102149e-123,0.82426353051743,0.388,0.08,7.16050269073354e-119,"2","GIMAP1"
"EVL",7.63315049277645e-123,0.975678506893888,0.628,0.369,4.4936356950975e-118,"2","EVL"
"RPS23",1.28157275405862e-122,0.625913730545083,0.998,0.98,7.5446188031431e-118,"2","RPS23"
"CD8B",2.51210436926078e-122,0.994827931975749,0.314,0.034,1.47887584218382e-117,"2","CD8B"
"TMSB10",9.32782581057384e-122,0.682203384650433,0.976,0.888,5.49129105468482e-117,"2","TMSB10"
"LCP1",4.53464547297154e-121,0.753246205474393,0.663,0.304,2.66954578993834e-116,"2","LCP1"
"SYTL3",7.24513097171133e-119,0.938387861776246,0.42,0.133,4.26520860304646e-114,"2","SYTL3"
"RPS18",4.07014110464207e-118,0.542801962543044,1,0.997,2.39609206830279e-113,"2","RPS18"
"MBNL1",1.0532057676452e-117,0.808694778129869,0.773,0.583,6.2002223541273e-113,"2","MBNL1"
"RPL11",4.77042935711045e-117,0.601755971668405,0.998,0.989,2.80835176253092e-112,"2","RPL11"
"RORA",2.28407225827229e-115,1.08876718069909,0.539,0.275,1.3446333384449e-110,"2","RORA"
"BIN2",2.26699204724148e-114,0.786476679528912,0.402,0.099,1.33457821821106e-109,"2","BIN2"
"JUND",5.55377842297075e-113,0.640757418637263,0.96,0.831,3.26950935760288e-108,"2","JUND"
"GMFG",5.92576754124727e-112,0.799494108737762,0.548,0.24,3.48849935153227e-107,"2","GMFG"
"HLA-B",5.63365837313132e-111,0.619745523223953,0.885,0.641,3.31653468426241e-106,"2","HLA-B"
"CD52",6.30253668171157e-110,0.553589002424178,0.7,0.298,3.7103033445236e-105,"2","CD52"
"DNAJB1",1.91949002652022e-109,0.895291082126491,0.786,0.563,1.13000377861245e-104,"2","DNAJB1"
"TRABD2A",4.32623801249075e-109,0.673336172879612,0.282,0.028,2.5468563179533e-104,"2","TRABD2A"
"MAL",1.64843502673471e-108,0.641959904738316,0.248,0.018,9.70433700238726e-104,"2","MAL"
"RPL36AL",3.85657211488945e-108,0.601916362678632,0.932,0.877,2.27036400403542e-103,"2","RPL36AL"
"TOMM7",1.18532938636698e-107,0.618537243172712,0.941,0.902,6.9780340975424e-103,"2","TOMM7"
"HLA-A",4.60703640139629e-107,0.660148869492071,0.913,0.739,2.712162329502e-102,"2","HLA-A"
"STK17B",4.71691797212144e-104,0.879839499648547,0.7,0.471,2.77684961018789e-99,"2","STK17B"
"GIMAP4",6.2584508334538e-104,0.791111760343716,0.41,0.113,3.68435000565425e-99,"2","GIMAP4"
"JAML",7.91162009881976e-103,0.72564172029038,0.332,0.06,4.65757075217519e-98,"2","JAML"
"CCND3",3.12093354138316e-102,0.868719315245321,0.62,0.396,1.83729357581227e-97,"2","CCND3"
"RPS25",5.31394109254651e-101,0.631185447558399,0.987,0.961,3.12831712118213e-96,"2","RPS25"
"EEF1B2",8.56722351412896e-101,0.706330172069071,0.945,0.898,5.04352448276772e-96,"2","EEF1B2"
"TRAF3IP3",5.63485142061661e-100,0.769170140187542,0.453,0.167,3.317237031317e-95,"2","TRAF3IP3"
"HIST1H1D",1.36041521689852e-99,0.827835803412324,0.424,0.133,8.00876438188156e-95,"2","HIST1H1D"
"LINC-PINT",1.26242112209609e-98,0.939249947785532,0.68,0.486,7.43187314577966e-94,"2","LINC-PINT"
"SNHG6",4.02988490056596e-98,0.835761044805073,0.783,0.681,2.37239324096318e-93,"2","SNHG6"
"RPS4X",1.35423429550502e-97,0.637032592991245,0.999,0.982,7.97237729763803e-93,"2","RPS4X"
"RPL18",3.96553692430124e-97,0.484949498322599,0.998,0.984,2.33451158733614e-92,"2","RPL18"
"SKAP1",6.74801733018623e-97,0.724891079249357,0.363,0.088,3.97255780228063e-92,"2","SKAP1"
"PRDM1",8.27246253342668e-97,0.891454183002359,0.423,0.143,4.86999869342829e-92,"2","PRDM1"
"TMA7",1.37001846865161e-95,0.586435407635467,0.843,0.781,8.06529872495201e-91,"2","TMA7"
"STAT4",5.97782767876583e-95,0.629042305001684,0.271,0.044,3.51914715448944e-90,"2","STAT4"
"CD226",6.51621652336201e-95,0.72490230172966,0.262,0.036,3.83609666730321e-90,"2","CD226"
"RCAN3",2.87629368548138e-93,0.972388813573112,0.509,0.253,1.69327409264289e-88,"2","RCAN3"
"TNFAIP3",2.79576443020226e-92,0.701712795151111,0.655,0.371,1.64586652006007e-87,"2","TNFAIP3"
"GZMM",4.13041501656138e-92,0.534179085885077,0.253,0.029,2.43157532024969e-87,"2","GZMM"
"THEMIS",5.08785549086378e-92,0.613586449699065,0.241,0.022,2.99522052747151e-87,"2","THEMIS"
"FXYD5",6.61099207338369e-92,0.849157500738361,0.609,0.369,3.89189103360098e-87,"2","FXYD5"
"CALM1",1.51910673028624e-91,0.438841508874596,0.961,0.904,8.94298132119511e-87,"2","CALM1"
"MYL12A",1.77681799224999e-90,0.560451310564555,0.825,0.707,1.04601275203757e-85,"2","MYL12A"
"GVINP1",6.28149099644127e-90,0.781690410550411,0.361,0.094,3.69791374960498e-85,"2","GVINP1"
"HIST1H4C",2.64946114439743e-89,0.661058369475964,0.755,0.63,1.55973777570677e-84,"2","HIST1H4C"
"PCED1B-AS1",3.70213564198365e-89,0.695940489430364,0.419,0.152,2.17944725243577e-84,"2","PCED1B-AS1"
"GPR171",6.46339166821571e-89,0.704231376235272,0.244,0.029,3.80499867507859e-84,"2","GPR171"
"RHOH",4.43689696342234e-88,0.708433443465195,0.44,0.164,2.61200124236673e-83,"2","RHOH"
"KLRC1",7.00491524408437e-88,1.00657033182547,0.218,0.025,4.12379360419247e-83,"2","KLRC1"
"TMSB4X",9.68117908388356e-87,0.305358973801291,0.996,0.92,5.69931012668225e-82,"2","TMSB4X"
"RPL23A",1.35879405371198e-86,0.487031155118154,0.991,0.976,7.99922059420243e-82,"2","RPL23A"
"RPS13",3.39163932449353e-86,0.71841436740524,0.991,0.975,1.99665807032934e-81,"2","RPS13"
"RPS2",4.63539204654722e-86,0.579909254442755,0.999,0.985,2.72885529780235e-81,"2","RPS2"
"CORO1A",9.47176946659321e-86,0.770010096876182,0.555,0.261,5.57603068498342e-81,"2","CORO1A"
"TRAT1",1.03348540151876e-85,0.531134102758425,0.219,0.018,6.08412855874095e-81,"2","TRAT1"
"DUSP2",1.72653484890461e-85,0.756143259401754,0.508,0.231,1.01641106555015e-80,"2","DUSP2"
"RPSA",1.00629564028465e-84,0.555612588733057,0.985,0.958,5.92406243435573e-80,"2","RPSA"
"CCR7",1.15525979838694e-84,0.903079131160396,0.33,0.088,6.80101443310394e-80,"2","CCR7"
"CNOT6L",6.03705391332875e-84,0.86207271725177,0.546,0.367,3.55401363877664e-79,"2","CNOT6L"
"AKNA",2.40527552935816e-83,0.760769178000101,0.458,0.209,1.41598570413315e-78,"2","AKNA"
"ISG20",5.73161349610968e-83,0.681206811725248,0.542,0.281,3.37420086515977e-78,"2","ISG20"
"STK17A",1.6956999588884e-82,0.777383962048483,0.624,0.355,9.98258565797601e-78,"2","STK17A"
"RPL3",7.42059447758593e-82,0.513429643814428,0.999,0.988,4.36850396895484e-77,"2","RPL3"
"RAC2",1.21370626054932e-81,0.662365417994662,0.501,0.22,7.14508875585383e-77,"2","RAC2"
"CD27",1.43184488829403e-81,0.581590546345359,0.374,0.134,8.42927085738696e-77,"2","CD27"
"H1FX",2.00482487588721e-81,0.855294693207299,0.591,0.403,1.1802404044348e-76,"2","H1FX"
"CRYBG1",1.88657747033368e-80,0.810620552771308,0.434,0.226,1.11062815678543e-75,"2","CRYBG1"
"PTMA",3.01474875260662e-79,0.454458134430716,0.994,0.918,1.77478259065952e-74,"2","PTMA"
"ZC3HAV1",2.06201173667489e-78,0.838364827941869,0.558,0.361,1.21390630938051e-73,"2","ZC3HAV1"
"DDX24",2.46566777204239e-78,0.75246000063333,0.718,0.594,1.45153861740135e-73,"2","DDX24"
"RPL361",3.01920917523173e-78,0.370306401258731,0.999,0.989,1.77740844145892e-73,"2","RPL36"
"TOB1",3.15760490415222e-78,0.766869787440139,0.66,0.482,1.85888200707441e-73,"2","TOB1"
"SEMA4D",2.62468689026879e-77,0.756945833777203,0.404,0.174,1.54515317230124e-72,"2","SEMA4D"
"ODF2L",1.8313639103983e-76,1.057784281315,0.502,0.314,1.07812393405148e-71,"2","ODF2L"
"APBA2",1.14134961191955e-75,0.551863629793307,0.22,0.025,6.71912516537036e-71,"2","APBA2"
"PCNX1",6.05501837928365e-75,0.819484781517582,0.449,0.227,3.56458931988429e-70,"2","PCNX1"
"CD6",1.06966649763084e-74,0.530087965884579,0.237,0.035,6.29712667155275e-70,"2","CD6"
"SELPLG",2.00604355019324e-74,0.507939574249782,0.27,0.071,1.18095783799876e-69,"2","SELPLG"
"TNFSF8",2.06740634916069e-74,0.531940189215332,0.244,0.042,1.2170821177509e-69,"2","TNFSF8"
"SOCS1",4.39828813056636e-74,0.859476753504906,0.431,0.187,2.58927222246442e-69,"2","SOCS1"
"SF1",6.34252279465156e-74,0.683234797790913,0.726,0.635,3.73384316921137e-69,"2","SF1"
"SLC38A1",6.48101896462138e-74,0.763698165047691,0.567,0.349,3.8153758644726e-69,"2","SLC38A1"
"RPS7",1.21885439871921e-73,0.499303831222237,0.984,0.957,7.17539584525997e-69,"2","RPS7"
"AL357060.1",1.36142167581419e-73,0.682808112872143,0.269,0.057,8.01468940551812e-69,"2","AL357060.1"
"ID2",2.85736944242101e-73,1.03048498695427,0.602,0.41,1.68213339075325e-68,"2","ID2"
"GPSM3",4.02201570706146e-72,0.74078515891465,0.475,0.238,2.36776064674708e-67,"2","GPSM3"
"TPT11",4.56078491230832e-72,0.38664732636886,0.999,0.994,2.68493407787591e-67,"2","TPT1"
"JAK1",5.47219291718946e-72,0.650834240815433,0.721,0.589,3.22147997034943e-67,"2","JAK1"
"PTPN7",6.56024663384912e-72,0.640574621154629,0.308,0.099,3.86201719334697e-67,"2","PTPN7"
"RPL22",7.02697471420264e-72,0.660322682099026,0.891,0.871,4.13678001425109e-67,"2","RPL22"
"RPL24",3.11109302599591e-70,0.382647705751704,0.99,0.976,1.83150046440379e-65,"2","RPL24"
"LINC01871",6.23206366315566e-70,0.629365880572389,0.194,0.024,3.66881587849974e-65,"2","LINC01871"
"SEPT6",9.40648016847001e-70,0.758322443146786,0.489,0.299,5.53759487517829e-65,"2","SEPT6"
"UBA52",9.72623088197889e-70,0.446227138516817,0.989,0.973,5.72583212022098e-65,"2","UBA52"
"SLAMF6",2.13907790790544e-69,0.618532656168801,0.254,0.054,1.25927516438393e-64,"2","SLAMF6"
"CD28",7.30905077135374e-69,0.411765545914689,0.188,0.018,4.30283818909595e-64,"2","CD28"
"CDC42SE2",1.20555828313406e-68,0.691784575864716,0.531,0.355,7.0971216128102e-64,"2","CDC42SE2"
"PEBP1P3",1.54680915951464e-68,0.595417104525415,0.214,0.039,9.10606552206268e-64,"2","PEBP1P3"
"LINC00861",2.09234962540248e-67,0.396129335749422,0.177,0.017,1.23176622447444e-62,"2","LINC00861"
"RPS3A",2.2873615910581e-67,0.702708736190057,0.99,0.977,1.3465697686559e-62,"2","RPS3A"
"KLRB1",4.19988782338005e-67,0.790963905920861,0.205,0.029,2.47247396162383e-62,"2","KLRB1"
"ZAP70",4.7220522975902e-67,0.464004556929021,0.201,0.026,2.77987218759135e-62,"2","ZAP70"
"RASGRP1",4.90334295299897e-67,0.514790586289262,0.257,0.065,2.88659799643049e-62,"2","RASGRP1"
"ANKRD12",1.98341756127057e-66,0.64830576467599,0.707,0.618,1.16763791831998e-61,"2","ANKRD12"
"RPS24",2.6291487806765e-66,0.360487095679607,0.995,0.98,1.54777988718426e-61,"2","RPS24"
"ELF1",5.86542877907712e-66,0.683769465745298,0.674,0.532,3.4529779222427e-61,"2","ELF1"
"CCL4",1.15459350205407e-65,0.975156998749576,0.491,0.286,6.79709194659231e-61,"2","CCL4"
"RPL26",1.29234765452115e-65,0.603726454823808,0.974,0.937,7.60805064216604e-61,"2","RPL26"
"RPS16",7.76022750984332e-65,0.469994080537291,0.996,0.983,4.56844593504476e-60,"2","RPS16"
"ZNF831",4.15546071171037e-64,0.413506469782875,0.187,0.027,2.4463197209839e-59,"2","ZNF831"
"CTSW",5.57646663901636e-64,0.537055472043801,0.236,0.048,3.28286591038893e-59,"2","CTSW"
"SLFN5",1.50925558794428e-63,0.778352151615495,0.49,0.298,8.88498764622799e-59,"2","SLFN5"
"SMAP2",2.42161148569774e-63,0.471964402804886,0.709,0.441,1.42560268163026e-58,"2","SMAP2"
"TESPA1",4.71181886220229e-63,0.407978701728396,0.186,0.023,2.77384776417849e-58,"2","TESPA1"
"RPS5",9.29966591697353e-63,0.416322664647395,0.991,0.971,5.47471332532231e-58,"2","RPS5"
"HLA-F",1.21953700244429e-62,0.653223046777662,0.447,0.246,7.17941433338956e-58,"2","HLA-F"
"SRSF5",2.30008423065168e-62,0.543666965928973,0.795,0.708,1.35405958658464e-57,"2","SRSF5"
"EEF1D2",5.24917258861561e-62,0.377046059361043,0.971,0.952,3.09018790291801e-57,"2","EEF1D"
"ICOS",1.42137212633843e-61,0.370471760829602,0.155,0.014,8.36761770775432e-57,"2","ICOS"
"CDC14A",1.59825824641512e-61,0.6438555091582,0.289,0.097,9.40894629664579e-57,"2","CDC14A"
"RPL5",8.6024492716361e-61,0.462917600655456,0.988,0.973,5.06426188621217e-56,"2","RPL5"
"GPR183",1.00306235562492e-60,0.585758276643563,0.534,0.282,5.90502808756392e-56,"2","GPR183"
"IL2RG",1.18902288669362e-60,0.490101528258779,0.327,0.123,6.99977773396535e-56,"2","IL2RG"
"CD53",1.42056478734108e-60,0.422722055159653,0.535,0.284,8.36286490307692e-56,"2","CD53"
"HLA-E",1.91339071697072e-60,0.436213137885499,0.845,0.744,1.12641311508066e-55,"2","HLA-E"
