"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"3444","ARHGEF35",-0.422819338407842,1.08486314573859,0.501728074334412,0.478741803870246,0.828941058277159,50,6,31,26,29,14,25,11,8,5,4,10,14
"3445","ARHGEF37",-0.226432620290147,7.49284749138039,0.488962425627488,0.484390507996365,0.832488629712384,3550,2038,1638,2010,963,2508,1850,1299,514,414,888,798,1169
"3446","ARHGEF38",0.423948695052568,5.00792904412941,1.05423947260194,0.304532714686271,0.721275054147976,380,201,252,306,391,300,332,261,153,96,267,393,294
"3447","ARHGEF38-IT1",-0.287006711167918,0.305689760637049,0.155579745435002,0.693259181329744,0.920195899365521,5,4,7,8,22,7,7,6,2,1,11,23,8
"3448","ARHGEF39",0.662732800587181,1.63367355638913,3.50959923630987,0.0610142131270663,0.370632458971012,30,18,25,14,15,8,10,20,34,14,59,45,36
"3449","ARHGEF4",1.51452850127066,3.75429632697543,12.0441361118826,0.000519555598370922,0.0263594942357166,83,34,61,83,68,32,42,74,145,33,187,220,110
"3450","ARHGEF40",-0.0161092310864709,7.06266215505489,0.00504226741518998,0.943390652382048,0.987684205449838,2427,986,1332,1564,709,1495,911,1268,914,424,1267,1293,1174
"3451","ARHGEF5",0.34333677611535,3.18022785281242,0.972699069916992,0.324007959924957,0.73790286214538,100,84,58,63,83,57,76,58,64,37,89,135,68
"3452","ARHGEF6",0.742980731998408,6.27771604366719,3.73230996827741,0.0533695379514777,0.348575819631852,813,244,240,300,266,437,291,527,1467,215,940,924,972
"3453","ARHGEF7",-0.156179426694298,5.80903718468697,0.754267059575767,0.385128608080755,0.778059181270814,610,359,282,347,428,442,353,353,512,179,741,1025,595
"3454","ARHGEF9",0.484545270142449,4.88021632981524,4.20189294876265,0.0403788819434707,0.304652601994395,333,175,155,235,192,202,197,266,319,102,487,752,235
"3455","ARID1A",0.0990013869764096,5.96599105466465,0.0948043683642759,0.758156005847842,0.938561430415359,521,256,416,335,405,608,557,549,558,194,729,1731,493
"3456","ARID1B",-0.258634808367341,7.6039604507774,1.52689287398393,0.216579368583771,0.639164636057878,2185,1229,1357,1495,1820,1530,1506,1472,1521,585,1897,3908,1800
"3457","ARID2",0.0132295377919546,6.27683330650646,0.00290359036779719,0.957026808691042,0.991578492901664,853,394,529,550,650,707,590,688,759,242,835,1489,676
"3458","ARID3A",0.12012677519713,3.53043022159047,0.266465430736202,0.605712707240302,0.889337261886552,107,51,52,90,70,93,71,106,145,37,198,200,93
"3459","ARID3B",-0.0166221104853785,2.07286727204661,0.00201979234561378,0.964153459840844,0.992875664517754,31,14,32,15,34,46,28,23,44,14,45,93,31
"3460","ARID4A",-0.10571372948727,5.50318564905766,0.256191734611853,0.612748639595264,0.891988357800513,499,351,346,330,311,345,325,341,473,167,571,753,364
"3461","ARID4B",-0.0616158170199532,6.74664209674685,0.128572226771868,0.719917020414801,0.927768690073123,1555,793,778,843,690,945,786,907,986,328,1351,1357,927
"3462","ARID5A",0.420705694748182,4.70621863771882,0.713348398438583,0.398334460865694,0.785636478842437,133,55,87,77,119,139,136,79,251,73,280,346,192
"3463","ARID5B",0.284248989270203,6.92150275190585,1.26186239549411,0.261298858739221,0.683195279398648,1166,588,613,622,636,1022,1130,917,1393,404,1457,2169,1225
"3464","ARIH1",0.0934242441119181,6.83652336706599,0.24161019804446,0.623045556165751,0.895571698541808,1482,832,894,820,813,900,787,927,1089,313,1301,1994,1052
"3465","ARIH2",-0.0390064644135767,6.27868136952122,0.0557237159135138,0.813387110983999,0.954002779575661,1020,598,535,613,534,656,557,581,767,225,924,966,697
"3466","ARIH2OS",-0.366959773961609,1.30434043432439,1.11761542488508,0.290432494603046,0.706645638936307,31,25,20,22,14,23,16,14,17,7,33,34,21
"3467","ARL1",-0.00230971562053045,7.08568319745762,0.000104169968963674,0.991856637104348,0.999059373462988,2215,1367,1353,1235,1053,1176,1077,1235,1052,446,1529,1064,1259
"3468","ARL10",0.552394736349483,3.82052232264102,3.78271860016658,0.0517844591668521,0.342497280981162,139,37,71,69,68,84,69,102,148,34,232,463,144
"3469","ARL11",-0.56009672786588,0.940906772641403,1.68794182006291,0.193872504917501,0.611827416343901,15,7,6,5,7,15,5,9,15,3,23,34,15
"3470","ARL13B",0.388168080347819,3.60343083317904,2.12447995346437,0.144961975406149,0.540778296190097,145,53,66,57,70,90,82,107,147,23,168,197,120
"3471","ARL14EP",-0.17015259388176,5.48116810042786,0.608966666657235,0.435177143869332,0.807351029596388,693,377,343,373,275,406,336,417,444,94,661,466,392
"3472","ARL15",-0.0903253833860494,5.26036703739746,0.152991033462177,0.695693250945655,0.920530064389134,561,335,337,317,287,390,340,266,342,125,596,467,304
"3473","ARL16",0.0688063715153947,3.80280322096614,0.082380770378462,0.774096619657326,0.944063168329928,179,132,104,143,76,107,108,119,103,36,203,216,133
"3474","ARL2",-0.38931562227441,3.60191905653119,2.55137188756701,0.110198530173914,0.49017694424218,168,71,128,99,86,130,95,86,118,28,149,144,95
"3475","ARL2BP",0.00326381241919217,1.05342688969036,6.51112191150105e-05,0.993561817813887,0.999059373462988,33,12,6,14,5,19,19,13,21,3,37,25,15
"3476","ARL3",-0.288785799774033,3.29127415697111,1.26222853641932,0.261229680237492,0.683165546255341,139,73,77,89,91,80,73,64,77,34,115,145,78
"3477","ARL4A",-0.533067889943678,6.13774727683614,3.59746115519187,0.0578678826089987,0.362047799495695,1487,1095,665,1062,479,845,580,502,228,160,594,262,433
"3478","ARL4AP4",0.000398144369554901,0.0527076729447853,4.75087501001781e-05,0.994500497230475,0.999059373462988,2,3,2,0,8,8,8,1,12,3,11,29,7
"3479","ARL4C",0.546433917717596,5.49921758584781,3.26578160644669,0.0707393048639046,0.399170192577793,454,214,219,351,246,372,197,289,591,161,988,960,271
"3480","ARL4D",0.430380744955214,3.44571148790994,1.8421676505224,0.174697097732264,0.587282766047294,98,70,86,98,54,95,136,136,60,24,66,89,73
"3481","ARL5A",-0.121662687415158,5.91174694047969,0.228927194497162,0.632320440995912,0.900185320724889,901,526,523,508,329,536,465,596,545,165,802,703,525
"3482","ARL5B",-0.0163537416437959,6.06559050216849,0.00338560998338622,0.95360047640317,0.990660586852603,720,462,534,442,396,512,434,460,657,143,800,778,487
"3483","ARL6",-0.215404459480415,4.19818647182433,0.78009135207488,0.377113202534137,0.773326849182124,270,160,158,157,117,200,125,140,149,50,198,169,150
"3484","ARL6IP1",-0.536825014845806,6.74029117250924,3.38412860393596,0.0658269666553769,0.385729732717188,2006,1120,1066,912,633,1011,768,934,775,278,984,706,815
"3485","ARL6IP5",-0.241306455598311,7.44092534470468,0.733994583024888,0.391591445058652,0.781506795684545,2237,1694,1484,1565,1421,2648,1708,2250,1584,426,2254,1584,1281
"3486","ARL6IP6",-0.141682005977337,3.534328036786,0.338725239095949,0.560565963843343,0.870418641540612,182,75,69,74,73,87,73,88,129,28,155,170,95
"3487","ARL8A",0.250419029533327,4.17296338032723,1.31443787685851,0.25159272284859,0.67446993095874,210,122,128,123,109,206,146,183,151,62,224,255,131
"3488","ARL8B",-0.0540272599546437,5.85240563650475,0.056849556788098,0.811546476385058,0.953385755104506,790,472,427,448,415,484,352,363,640,161,896,894,473
"3489","ARMC1",-0.24732069709657,5.39637811658787,1.24357916094531,0.264782375567925,0.686536646154849,573,389,331,385,270,365,277,292,345,104,581,468,374
"3490","ARMC10",-0.0371636406825738,4.04814213274012,0.0264200908972505,0.870878598666061,0.968764400413089,238,129,122,137,113,128,90,121,180,44,247,247,145
"3491","ARMC2",0.100549731326963,2.63721487763427,0.103714220996382,0.747417146663316,0.936262990073602,74,36,30,40,53,24,40,46,105,19,85,125,51
"3492","ARMC5",0.315280608530294,3.39616056663412,0.769707640196962,0.380307511362176,0.775214121164591,160,63,62,78,47,114,52,73,108,32,158,146,77
"3493","ARMC6",-0.137399905760489,4.02966895829618,0.332915984145671,0.563947074873004,0.871941182078388,231,123,101,129,101,206,117,132,134,38,184,166,171
"3494","ARMC7",0.141697008812318,2.26678602029477,0.242809600608469,0.622184197007124,0.895448983567067,79,25,33,44,25,38,27,59,42,18,56,73,35
"3495","ARMC8",-0.284526630228685,6.04236617324883,2.33810040484995,0.126243416559946,0.5146202578327,861,453,540,536,537,621,562,521,555,180,711,821,598
"3496","ARMC9",0.46110650689626,3.53465641597603,1.71590184861682,0.190221422836784,0.606932150657673,140,67,74,76,76,71,70,95,111,23,178,358,114
"3497","ARMCX1",0.0484544386922001,4.60631656407751,0.0497725873041794,0.823459462174388,0.956374782978523,430,212,190,238,195,215,138,241,245,82,392,299,212
"3498","ARMCX2",-0.128290072232168,5.84330961055087,0.259297245150552,0.610603368278894,0.890771270242834,1020,811,424,552,399,929,521,476,349,192,645,428,489
"3499","ARMCX3",-0.176670167984196,6.89712338067607,0.748983709208929,0.386798185309454,0.779560276544391,2094,1507,943,1219,897,1273,841,987,763,344,1267,1025,1032
"3500","ARMCX4",0.141422406709257,4.54194292223369,0.33660247175629,0.56179693557094,0.870625434963948,345,168,199,204,175,135,151,177,217,85,327,500,239
"3501","ARMCX5",-0.189916318440608,4.47926218466808,0.872685555139071,0.350212904853906,0.757614635568293,329,225,190,235,153,240,208,191,166,68,241,231,202
"3502","ARMCX5-GPRASP2",-0.234928183419591,2.63776526343445,0.643989370830461,0.42226986942447,0.799812644934542,89,56,59,47,52,52,59,57,51,15,55,107,43
"3503","ARMCX6",-0.152838033383142,4.06418525878522,0.30970228209536,0.577862934406351,0.879750881337127,329,219,90,174,137,179,94,145,106,51,167,96,122
"3504","ARMH1",-0.105374615884334,1.06660052229588,0.0620491064503028,0.803286074422928,0.951141211725243,13,11,8,15,10,11,9,16,14,7,18,44,24
"3505","ARMH3",-0.0232524955220818,4.46527851163216,0.0104898702892768,0.918423255625694,0.982972861257335,243,135,154,175,177,177,156,206,174,78,229,440,180
"3506","ARMH4",0.377050141147683,2.83034451457565,1.23585748687407,0.26627091327223,0.687878602898738,79,32,28,54,43,54,46,51,73,16,124,214,57
"3507","ARMT1",-0.125928238845316,4.19802840376579,0.212082285377994,0.645140202732482,0.906178450529619,235,154,121,133,123,151,107,162,215,46,288,201,151
"3508","ARNT",0.228711373160829,5.85700769298557,1.30934804134843,0.252512729942753,0.675093323673302,674,333,359,387,351,530,437,528,653,220,707,981,492
"3509","ARNT2",0.918840562584255,2.85317978637492,3.61438185218343,0.0572820054231576,0.360971015163421,64,32,18,20,11,118,36,84,89,29,143,203,78
"3510","ARNTL",-0.144975957835997,4.11507536544638,0.136712168822761,0.711571689036226,0.92472652369449,144,126,64,157,119,212,69,84,142,53,537,234,95
"3511","ARNTL2",0.12583641172865,3.16630270369492,0.131524605688021,0.716856483561528,0.926975725683708,48,35,26,33,60,68,45,49,111,16,186,154,96
"3512","ARPC1A",-0.162070503481229,5.52989875809834,0.799861088267466,0.371134905089746,0.771371910438964,658,321,401,362,389,463,346,404,391,137,541,500,398
"3513","ARPC1B",-0.0122071892457186,4.89786410447331,0.00200006504659456,0.964328828599019,0.992875664517754,267,150,112,145,125,317,162,228,431,62,610,523,214
"3514","ARPC2",0.0464125479131885,6.72877773457282,0.0393383272033745,0.842779902703559,0.962350673365425,1020,542,552,576,676,1100,627,951,1525,318,1503,1887,712
"3515","ARPC3",-0.470145305944837,5.66348363467155,4.7094719646169,0.029996863901467,0.262767486703874,608,441,353,396,465,550,390,425,542,132,633,545,368
"3516","ARPC4",-0.141942356707884,5.37056745133778,0.532836102532411,0.465416937635959,0.823305636103947,524,288,252,278,266,391,345,343,451,112,535,497,345
"3517","ARPC5",-0.204239580049806,6.44100629440386,1.02196650303069,0.31205300285269,0.727051326234103,970,547,479,641,532,745,533,603,889,182,1579,1346,631
"3518","ARPC5L",-0.242556239672109,4.00552087904939,0.859417125199073,0.353901856347639,0.760582692634397,204,125,107,144,127,135,82,117,181,47,219,191,124
"3519","ARPIN",0.275859441657102,5.04809501886975,1.58701660387213,0.2077528962567,0.628983041673503,533,257,272,259,161,222,239,292,350,114,529,635,319
"3520","ARPP19",0.0259355327007916,7.12704793968447,0.0118871609489872,0.913180077629785,0.981283374935956,1697,1105,1131,1065,686,1354,1170,1259,1255,383,1832,2066,1366
"3521","ARR3",0.44011043224,0.469329511844459,0.838902734642947,0.359710777912225,0.765404051503294,3,6,9,7,6,8,6,8,18,4,12,38,12
"3522","ARRB1",0.0304536800129768,4.94985962186289,0.0253316321073216,0.873543494351431,0.969254664556896,352,195,187,216,198,243,218,240,271,99,421,515,253
"3523","ARRB2",0.618963855750494,4.09324036347627,4.35236373955761,0.0369576176399609,0.293770223670481,174,78,65,86,69,198,129,200,224,70,359,329,111
"3524","ARRDC1",0.231412526605577,5.27771908747203,0.916166866585781,0.338483444834182,0.749212789997573,578,273,273,338,250,434,377,346,273,142,544,453,425
"3525","ARRDC1-AS1",0.187578395071495,3.16189557215903,0.44654300797411,0.503981212971482,0.84221934083495,125,49,60,66,51,81,88,90,48,39,122,116,91
"3526","ARRDC2",0.665108743434666,5.55501974794167,2.20898978320493,0.137208495050392,0.530895437658016,786,299,177,313,132,503,539,348,272,152,701,551,387
"3527","ARRDC3",0.151698623979902,8.45026242100997,0.256972005053534,0.612208101455377,0.891988357800513,4848,2248,2057,2819,2001,2861,3242,2229,3327,879,6406,4505,2601
"3528","ARRDC3-AS1",-0.39506497345363,2.29863097462086,0.972246654763715,0.324120508155123,0.73790286214538,35,23,17,46,29,47,39,34,44,6,63,63,33
"3529","ARRDC4",0.396002195616305,4.94079269402232,2.5325336853442,0.11152101701756,0.492337775245283,282,190,191,163,193,223,140,243,521,88,481,462,291
"3530","ARRDC5",0.549546978378853,0.380173784956921,1.02020657802269,0.312470013274898,0.727552535759,6,3,1,2,2,8,4,6,12,6,25,19,8
"3531","ARSA",0.0201505689316371,5.26341385131547,0.00462999839465894,0.945750535614912,0.988297638759738,487,275,254,269,230,657,391,500,289,110,437,320,286
"3532","ARSB",0.0133463048243941,3.68148361563764,0.00302649005952915,0.956127673321118,0.991473338912894,103,70,65,89,63,135,82,105,169,29,207,317,105
"3533","ARSD",0.438601093108435,5.67695497527654,2.65158167746625,0.103446921989614,0.473935126590521,679,430,358,455,313,530,339,567,338,240,445,482,427
"3534","ARSE",1.05010453677247,0.198689753539701,3.60829652838683,0.0574919804157688,0.361606738301331,18,5,2,8,8,6,6,4,6,4,14,18,12
"3535","ARSG",0.0105633991899806,3.51505717135505,0.00168563036838876,0.967250909854554,0.993227220674349,151,66,48,85,55,90,95,93,90,31,122,157,123
"3536","ARSI",1.68392922203734,-0.0028847781892087,6.16342016076115,0.0130418797675176,0.169195632626478,5,1,0,4,0,9,4,6,14,1,21,16,22
"3537","ARSJ",0.399996380074794,4.75291692998415,2.09562439963707,0.147721350561039,0.545061636355835,441,232,166,298,305,271,159,292,247,97,333,352,215
"3538","ARSK",0.151548512114458,2.8149410338912,0.359777462592,0.548629853049168,0.864523454357172,98,47,57,47,49,64,57,71,66,26,105,106,56
"3539","ART3",1.19844759528936,0.914914063950322,4.57218162624315,0.0324951577477848,0.273871422382617,28,7,14,20,5,8,5,19,16,3,24,14,62
"3540","ART4",-0.500724804284733,1.88862855896437,0.709792914002854,0.399512567996081,0.785788527196204,15,5,3,8,7,14,10,14,26,7,32,29,32
"3541","ART5",0.591623318883719,0.271901183091127,0.972640795225075,0.324022454140465,0.73790286214538,21,5,10,7,15,0,6,10,8,2,15,11,10
"3542","ARV1",-0.536123619572604,4.10751143916116,5.31053258584859,0.0211968754792697,0.220367725839893,275,206,151,177,150,198,192,149,95,56,185,139,107
"3543","ARVCF",0.385600096644497,4.4768458408893,1.67653903949005,0.195384968209497,0.613194926266447,438,163,182,191,111,169,137,178,159,76,432,338,197
"3544","ASAH1",0.000682034077241197,7.70658895143341,8.73072906415473e-06,0.997642429518789,0.999851286442679,2701,1682,1648,1797,1462,1620,1432,1980,2425,608,3296,2500,1934
"3545","ASAH2B",-0.28918716721542,1.18591737559938,0.501141110521854,0.478999156811002,0.829094923581312,28,27,12,19,19,15,10,19,14,4,21,26,29
"3546","ASAP1",0.371972345986919,4.92477568311467,2.25550311158072,0.133140178799095,0.525515004527268,204,126,99,114,149,219,149,257,359,95,395,808,263
"3547","ASAP1-IT2",0.771612217739963,0.0960486438866959,1.8841441802358,0.169863881242072,0.580324050216914,4,0,2,2,3,3,1,5,11,0,9,28,11
"3548","ASAP2",0.733117788382156,4.57297427999615,9.42952411362826,0.00213519690019766,0.0609246324545408,208,97,87,142,151,130,122,185,248,112,303,544,265
"3549","ASAP3",0.0170773371494058,6.379321066398,0.00673621204660257,0.934587526476368,0.985685778573581,1300,689,874,824,606,763,729,763,547,283,1008,948,761
"3550","ASB1",0.0466674295849469,4.80735808738133,0.0421857461232253,0.837266112676836,0.961057465592838,366,193,215,243,149,179,168,190,268,71,393,535,251
"3551","ASB13",-0.31058056879264,3.61777454006841,1.7162254719228,0.190179635502149,0.606932150657673,173,85,64,107,79,90,83,112,127,28,210,178,82
"3552","ASB14",-0.0263487556569666,2.23756032884513,0.00755063962057179,0.930755437713851,0.984542138490513,68,28,27,34,29,20,38,36,49,12,64,99,58
"3553","ASB16",-0.32810962499683,0.884528607097239,0.609683811505974,0.434906885532675,0.807351029596388,29,9,13,15,11,13,4,9,18,7,17,33,15
"3554","ASB16-AS1",0.257765061966536,2.05566504335227,0.762978388660448,0.382398047798917,0.77698532638178,52,21,23,38,29,26,25,31,42,17,65,92,48
"3555","ASB2",-0.935714645070383,2.98628621854231,6.43797711015925,0.0111705781310312,0.155574550329096,82,48,62,106,69,81,47,49,66,14,98,89,44
"3556","ASB3",-0.180929936232705,2.2393280389006,0.428636085906324,0.512658960068947,0.847175853581323,67,40,33,50,28,38,32,36,32,13,62,81,49
"3557","ASB4",0.649522078159673,1.0704177055523,1.28739359030506,0.256528834909369,0.678577312328958,23,29,11,21,7,20,8,26,13,4,21,4,21
"3558","ASB5",-0.787413146672499,4.86784447902731,3.01961182638737,0.0822631542571336,0.428061122937173,536,404,115,359,296,691,192,145,20,64,67,37,104
"3559","ASB6",0.136613433052193,4.02135954963253,0.366406035050119,0.544969834137602,0.862419637281738,261,115,113,116,99,143,106,120,152,63,206,266,140
"3560","ASB7",-0.158996886889921,4.41175601990747,0.378606387769844,0.538350019242786,0.85914813287836,326,167,145,175,122,273,191,196,190,59,266,311,186
"3561","ASB8",-0.266870788483229,4.9912342055615,1.6467212270225,0.199405777736419,0.618204537431317,482,300,267,290,201,364,277,291,211,88,383,355,241
"3562","ASB9",0.265185751947815,1.02600701856971,0.425012182965563,0.514446598868109,0.84752435042155,28,13,2,12,17,13,19,20,30,10,28,30,18
"3563","ASCC1",-0.0466632449794426,4.20932515467479,0.0580291919499576,0.809638442545313,0.953011916746046,283,119,117,145,127,145,156,135,168,54,259,308,181
